id,archive_file,raw_category,app_category,filename,media_type,is_reel,is_story,width,height,resolution,duration_seconds,file_size_bytes,file_size_kb,title,caption,hashtags,audience_age_group,is_safe,moderation_status,safety_score,adult_score,app_destination_tab,safety_reason
59,Member3Animals.zip,Member3Animals,Nature,IMG-20260906-WA0024.jpg,IMAGE,False,False,1078,1350,1078x1350,,127684,124.7,Colorful Rainforest Birds Checklist,Toucans use their giant lightweight beaks to pluck berries and cool down their body temperatures in the tropical heat. Spot the colors!,#ToucanBeak #RainforestSpecies #JungleBirds #ColorPalette #FeatherFacts,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
60,Member3Animals.zip,Member3Animals,Nature,IMG-20260906-WA0022.jpg,IMAGE,False,False,1078,1340,1078x1340,,123906,121.0,Sea Otter Tool Users Infographic,Sea otters keep a favorite rock tucked in a secret pouch under their forearm to crack open hard clams while floating on their backs!,#SeaOtters #CleverAnimals #ToolUsers #MarineEcology #CuteOtters,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
61,Member3Animals.zip,Member3Animals,Nature,IMG-20260906-WA0031.jpg,IMAGE,False,False,1078,1440,1078x1440,,233246,227.8,Kangaroo Jump Dynamics,Red kangaroos can leap over 25 feet in a single bound thanks to their spring-like tendons! That's almost as long as a school bus!,#KangarooHop #AussieNature #JumpHigh #STEMAnimals #LittleNetFauna,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
62,Member3Animals.zip,Member3Animals,Nature,IMG-20260906-WA0041.jpg,IMAGE,False,False,736,1104,736x1104,,136872,133.7,Owl Night Vision Secrets,Owls can rotate their heads up to 270 degrees and fly completely silently due to special fringe edges on their feathers. Silent night hunters!,#OwlWisdom #NightBirds #SilentFlight #FeatherEngineering #BirdFacts,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
63,Member3Animals.zip,Member3Animals,Nature,fun-facts-about-animals.jpg,IMAGE,False,False,1200,1800,1200x1800,,119569,116.8,Cool Animal Facts Poster,"Bees communicate through a waggle dance, and flamingos get their pink color from eating brine shrimp! Save this poster to study later.",#AnimalPoster #StudyNature #FunFacts #BioClass #LittleNetScience,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
64,Member3Animals.zip,Member3Animals,Nature,animal-hobbies-quote.webp,IMAGE,False,False,1080,1080,1080x1080,,179670,175.5,Animals & Hobbies Quote Card,"'Time spent with animals is never wasted time.' Whether observing birds or playing fetch with your pet, connecting with animals sparks kindness!",#PetQuotes #KindnessMatters #LoveAnimals #Inspiration #LittleNetCommunity,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
65,Member3Animals.zip,Member3Animals,Nature,VID_20260905_054035_176.mp4,VIDEO,True,False,1080,1920,1080x1920,13.1,5214936,5092.7,Corgi Wiggle and Beach Run,"Short legs, big spirit! Corgis were originally bred in Wales to herd cattle, but today this corgi is just enjoying sandy beach breezes.",#CorgiBeach #DogJoy #HappyPuppy #BeachRun #LittleNetPaws,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
66,Member3Animals.zip,Member3Animals,Nature,VID_20260905_054559_248.mp4,VIDEO,True,False,1080,1920,1080x1920,12.7,2329236,2274.6,Playful Polar Bear Snow Slide,Polar bear cubs love sliding belly-first down snow hills! Their thick white coats are actually translucent tubes that trap warm sunlight.,#PolarBear #ArcticAdventures #SnowPlay #CubsInSnow #CoolAnimals,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
67,Member3Animals.zip,Member3Animals,Nature,VID_20260905_054207_734.mp4,VIDEO,True,False,1080,1920,1080x1920,19.2,12194787,11909.0,Curious Seal Snorkeling Encounter,A friendly harbor seal comes up to say a peaceful hello to deep sea divers! Ocean animals are full of curiosity and playfulness.,#HarborSeal #OceanAdventures #MarineCreatures #DeepBlue #FriendlyWildlife,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
68,Member3Animals.zip,Member3Animals,Nature,IMG-20260906-WA0021.jpg,IMAGE,False,False,736,1594,736x1594,,108969,106.4,Butterfly Metamorphosis Guide,"From egg to hungry caterpillar, to cozy chrysalis, to gorgeous winged butterfly! Nature's most breathtaking transformation step by step.",#ButterflyLife #Metamorphosis #Caterpillars #InsectsOfInstagram #NatureMiracle,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
69,Member3Animals.zip,Member3Animals,Nature,VID_20260905_045533_227.mp4,VIDEO,True,False,1080,1920,1080x1920,14.9,7815674,7632.5,Baby Duckling Splashing in Dew,Look at this fluffy yellow duckling taking its first swim in a shallow pond! Waterproof feathers keep ducklings dry underneath.,#DucklingSplashes #YellowFluff #BabyBirds #SpringNature #CuteReels,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe nature & animal content
70,Member3Animals.zip,Member3Animals,Nature,Screenshot_20260905-140032.png,IMAGE,False,False,1080,1074,1080x1074,,302086,295.0,Wildlife Quiz Challenge,Can you guess which animal sleeps floating on water holding paws with a buddy? Comment below with your answer! (Hint: It's super cute!),#AnimalQuiz #InteractiveFun #LittleNetTrivia #BrainTeaser #QuizTime,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Animals),Verified kid-safe nature & animal content
71,Member3Cooking.zip,Member3Cooking,Art,IMG-20260906-WA0051.jpg,IMAGE,False,False,736,1104,736x1104,,155449,151.8,Rainbow Fruit Skewers,"Strawberries, oranges, kiwi, blueberries, and grapes! Making rainbow fruit skewers is an easy, delicious, and colorful after-school snack.",#JuniorChef #HealthySnacks #RainbowPlate #EatTheRainbow #LittleNetKitchen,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Cooking),Verified kid-safe culinary & healthy eating content
72,Member3Cooking.zip,Member3Cooking,Art,IMG-20260906-WA0054.jpg,IMAGE,False,False,736,1104,736x1104,,132252,129.2,Mini Margherita Pizzas,"Baking mini personal pizzas with whole-wheat pita bread, homemade tomato sauce, fresh basil, and mozzarella. What toppings would you pick?",#MiniPizza #KidCooking #BakingFun #PizzaTime #JuniorFoodie,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Cooking),Verified kid-safe culinary & healthy eating content
73,Member3Cooking.zip,Member3Cooking,Art,IMG-20260906-WA0057.jpg,IMAGE,False,False,736,1164,736x1164,,244227,238.5,Berry Blast Smoothie Bowl,"Thick blended frozen bananas and strawberries topped with chia seeds, coconut flakes, and berries! A breakfast bowl fit for a superhero.",#SmoothieBowl #BreakfastGoals #HealthyKids #SuperfoodBowl #LittleNetFood,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Cooking),Verified kid-safe culinary & healthy eating content
74,Member3Cooking.zip,Member3Cooking,Art,IMG-20260906-WA0056.jpg,IMAGE,False,False,1024,1362,1024x1362,,188068,183.7,Smiley Face Pancake Art,"Start Saturday morning right with pancake faces! Banana slices for eyes, a blueberry nose, and a strawberry smile make breakfast so fun.",#PancakeArt #BreakfastFun #WeekendCooking #SmileyPancakes #KidsInKitchen,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Cooking),Verified kid-safe culinary & healthy eating content
75,Member3Cooking.zip,Member3Cooking,Art,IMG-20260906-WA0049.jpg,IMAGE,False,False,1018,1272,1018x1272,,146760,143.3,Choc-Chip Banana Muffins,Using overripe bananas to bake naturally sweet chocolate-chip muffins with mom! Less food waste and twice the flavor. Recipe in comments!,#BakingMuffins #BakeWithLove #ZeroWasteKitchen #KidChef #SweetTreats,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Cooking),Verified kid-safe culinary & healthy eating content
76,Member3Cooking.zip,Member3Cooking,Art,IMG-20260906-WA0063.jpg,IMAGE,False,False,1024,1036,1024x1036,,145482,142.1,Crispy Veggie Spring Rolls,"Crunchy carrots, cucumbers, and bell peppers wrapped in translucent rice paper rolls. Dip them in sweet honey sauce for the best crunch!",#VeggieRolls #CrunchySnacks #PlantPower #EasyRecipes #SnackTime,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Cooking),Verified kid-safe culinary & healthy eating content
77,Member3Cooking.zip,Member3Cooking,Art,IMG-20260906-WA0058.jpg,IMAGE,False,False,736,1104,736x1104,,141728,138.4,Homemade Granola Parfait,"Layering Greek yogurt, golden toasted oats, pumpkin seeds, and fresh raspberries in a glass. Crunchy, creamy, and packed with energy!",#YogurtParfait #GranolaCrunch #EnergyBoost #BreakfastRecipes #JuniorChef,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Cooking),Verified kid-safe culinary & healthy eating content
78,Member3Cooking.zip,Member3Cooking,Art,IMG-20260906-WA0055.jpg,IMAGE,False,False,1016,1128,1016x1128,,200441,195.7,Fun Animal Shape Sandwiches,"Turning a boring lunchbox into a zoo! Use cookie cutters on whole wheat bread and cheese to make bear, star, and dinosaur sandwiches.",#BentoBox #CuteFood #LunchboxIdeas #FoodArt #SchoolLunch,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Cooking),Verified kid-safe culinary & healthy eating content
79,Member3Cooking.zip,Member3Cooking,Art,VID_20260905_061517_756.mp4,VIDEO,True,False,1080,1920,1080x1920,17.0,9186263,8971.0,Easy Fluffy Pancake Flip,Watch the golden pancake flip! The secret to fluffy pancakes is not over-mixing the batter and waiting for the little bubbles to pop before turning.,#PancakeFlip #BreakfastReel #CookingHacks #JuniorChef #FoodieReels,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe culinary & healthy eating content
80,Member3Cooking.zip,Member3Cooking,Art,VID_20260905_061516_623.mp4,VIDEO,True,False,1080,1920,1080x1920,57.1,35886501,35045.4,Chocolate Dipped Fruit Sticks,"Dipping chilled strawberries and bananas into warm melted dark chocolate, then rolling them in crushed almonds. Pure kitchen magic!",#ChocolateTreats #DippedFruit #KidFriendlyDessert #SweetKitchen #CookingReels,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe culinary & healthy eating content
81,Member3Cooking.zip,Member3Cooking,Art,VID_20260905_061513_618.mp4,VIDEO,False,False,1080,1920,1080x1920,96.9,41662934,40686.5,Kid Chef: Hand-Rolled Gnocchi,Rolling potato dough into soft little pillows using just a fork! Cooking from scratch helps kids understand ingredients and math measurements.,#HandmadePasta #KidChefMaster #CookingTutorial #ScratchCooking #LittleNetChef,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Cooking),Verified kid-safe culinary & healthy eating content
82,Member3Cooking.zip,Member3Cooking,Art,VID_20260905_054238_607.mp4,VIDEO,True,False,1080,1920,1080x1920,14.2,4012193,3918.2,Guacamole & Tortilla Chips Prep,"Mashing fresh ripe avocados with a pinch of lime juice, diced tomatoes, and cilantro. Making healthy party dips is so satisfying!",#Guacamole #HealthyFats #AvocadoLovers #SnackPrep #KidsWhoCook,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe culinary & healthy eating content
83,Member3Cooking.zip,Member3Cooking,Art,VID_20260905_054255_940.mp4,VIDEO,True,False,1080,1920,1080x1920,15.8,5091228,4971.9,Layered Chia Pudding Jars,Watch chia seeds absorb creamy milk overnight to form a super healthy pudding! Topped with fresh mango puree and toasted coconut.,#ChiaPudding #MealPrepKids #HealthyDessert #MangoSeason #KitchenScience,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe culinary & healthy eating content
84,Member3Cooking.zip,Member3Cooking,Art,VID_20260905_020215_391.mp4,VIDEO,True,False,1080,1920,1080x1920,42.8,13682298,13361.6,Decorating Birthday Cupcakes,Swirling vanilla buttercream frosting and adding rainbow sprinkles to celebration cupcakes! Practice makes perfect piping skills.,#CupcakeDecorating #FrostingSwirl #BirthdayBakes #BakingReel #CreativeCooking,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe culinary & healthy eating content
85,Member3Cooking.zip,Member3Cooking,Art,VID_20260905_020346_278.mp4,VIDEO,True,False,1080,1920,1080x1920,66.6,22842471,22307.1,Oven-Baked Zucchini Fries,"Crispy parmesan-crusted zucchini fries fresh out of the oven! A crunchy, delicious way to eat green veggies with your favorite tomato dip.",#VeggieFries #HealthyCrunch #CrispyBakes #FamilyDinner #LittleNetMeals,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe culinary & healthy eating content
86,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,18af0c472546967ca0c99ec839ea4104.jpg,IMAGE,False,False,735,1040,735x1040,,189782,185.3,DIY Colorful Paper Pinwheels,"Catch the gentle spring breeze with these easy homemade paper pinwheels! All you need is origami paper, a pushpin, and a wooden pencil.",#PaperCrafts #DIYPinwheel #SpringActivities #CraftyKids #LittleNetArt,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Crafts),Verified kid-safe creative hobbies & art content
87,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,54a000a5e741b4cf6012b966df5338bc.jpg,IMAGE,False,False,735,785,735x785,,48807,47.7,Air-Dry Clay Trinket Dishes,Molding and painting mini jewelry and coin dishes using air-dry clay and pastel acrylic paints. Stamping leaf patterns makes them unique!,#ClayArt #AirDryClay #PastelColors #HandmadeCrafts #CreativeKids,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Crafts),Verified kid-safe creative hobbies & art content
88,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,ea26243c2e6a052f5ef4a6cc46686de7.jpg,IMAGE,False,False,736,736,736x736,,67863,66.3,Recycled Cardboard Tube Animals,"Don't throw away paper towel rolls! Paint them into cute foxes, owls, and lions. Upcycling is great for our planet and sparks creativity.",#UpcycledArt #EcoCrafts #CardboardAnimals #RecycledFun #GreenKids,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Crafts),Verified kid-safe creative hobbies & art content
89,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_012144_318.mp4,VIDEO,True,False,720,1282,720x1282,10.3,1958804,1912.9,Origami Jumping Frog Tutorial,Fold a square piece of paper into a spring-loaded origami frog! Press the back gently and watch it leap across your desk. Let's race!,#OrigamiFrog #PaperFolding #JapaneseArt #DIYToys #OrigamiTutorial,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
90,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_012201_498.mp4,VIDEO,True,False,720,1282,720x1282,59.7,15214358,14857.8,Watercolor Sunset Blend Techniques,"Learn the wet-on-wet watercolor technique! Blending warm yellow, coral pink, and deep violet creates a glowing sunset sky in seconds.",#WatercolorArt #SunsetPainting #ArtTutorial #PaintingForKids #CreativeMind,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
91,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_012233_222.mp4,VIDEO,True,False,1080,1920,1080x1920,11.7,3009858,2939.3,DIY Popsicle Stick Picture Frame,"Glue four craft sticks together, paint with your favorite colors, and glue buttons or dried flowers on the border to frame family memories!",#PopsicleStickCrafts #PictureFrame #MemoryKeepers #HandmadeGifts #KidsArt,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
92,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_012242_629.mp4,VIDEO,True,False,1080,1920,1080x1920,20.7,10480718,10235.1,Friendly Yarn Pom-Pom Monsters,"Wrapping colorful yarn around a fork, tying the center tight, and trimming into fluffy pom-poms with googly eyes! So soft and cuddly.",#PomPomCrafts #YarnArt #FluffyCreations #DIYMonsters #SensoryCrafts,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
93,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_013025_031.mp4,VIDEO,True,False,1080,1920,1080x1920,35.7,21497768,20993.9,Easy Friendship Bracelet Weaving,Master the diagonal knot! Weaving embroidery floss into bright friendship bracelets for your school besties. Which color combo is your pick?,#FriendshipBracelets #MacrameKids #WeavingArt #BestiesGift #CraftingLife,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
94,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,children-hobbies-set_1284-37168.jpg,IMAGE,False,False,740,740,740x740,,56475,55.2,Children Hobbies Vector Illustration,"From painting and chess to gardening and music, having a hobby broadens your mind and sparks joyful focus! What hobby do you practice most?",#HobbyGuide #CreativeLiving #PassionProjects #SkillBuilding #LittleNetKids,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Crafts),Verified kid-safe creative hobbies & art content
95,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,66b4a7753856d844864595fab06207dc.jpg,IMAGE,False,False,736,1041,736x1041,,65831,64.3,Pressed Flower Bookmark Guide,"Press garden pansies between heavy books for a week, then laminate them into delicate natural bookmarks for your favorite reading books.",#PressedFlowers #BotanicalArt #DIYBookmark #BookwormKids #CraftIdeas,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Crafts),Verified kid-safe creative hobbies & art content
96,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,0226-keep-your-kids-engaged-with-a-new-summer-hobby-fullsize.png,IMAGE,False,False,406,236,406x236,,170298,166.3,Engaging Summer Hobbies Infographic,"Top 10 screen-free summer hobbies: kite building, telescope stargazing, baking sourdough, sketch journaling, and botanical pressing!",#SummerHobbies #ScreenFreeKids #OutdoorPlay #FamilyActivities #LittleNetSummer,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Crafts),Verified kid-safe creative hobbies & art content
97,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,free time activities.jpg,IMAGE,False,False,1414,2000,1414x2000,,354543,346.2,Free Time Activities Explorer Chart,Looking for something fun to do this weekend? Roll a die on this hobby chart to discover a brand new creative challenge to try today!,#WeekendFun #ActivityChart #CreativePlay #KidsActivities #BoredomBusters,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Crafts),Verified kid-safe creative hobbies & art content
98,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,hobbies-to-keep-you-creative.jpg,IMAGE,False,False,1000,1500,1000x1500,,146201,142.8,Creative Hobbies for Curious Minds,Engaging your hands with crafts stimulates both hemispheres of the brain. Keep your imagination alive every single day!,#CreativeMinds #BrainPower #ArtTherapy #MakersGonnaMake #LittleNetArt,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Crafts),Verified kid-safe creative hobbies & art content
99,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,doodle-icons-depicting-children-hobbies-vector.jpg,IMAGE,False,False,980,980,980x980,,68503,66.9,Doodle Icons of Childhood Hobbies,"Cute hand-drawn doodles representing astronomy, ballet, ceramics, robotics, and nature walks. Which icon represents you?",#DoodleArt #Illustration #ChildhoodHobbies #KidsVector #ArtInspiration,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Crafts),Verified kid-safe creative hobbies & art content
100,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_020846_714.mp4,VIDEO,True,False,1080,1920,1080x1920,15.2,1875660,1831.7,Step-by-Step Cartoon Cat Drawing,"Start with two circles, add triangle ears, curved whiskers, and big expressive eyes! Anyone can learn how to draw with simple shapes.",#CartoonDrawing #HowToDraw #SketchTutorial #EasyArt #DoodleTime,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
101,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_021001_670.mp4,VIDEO,True,False,1080,1920,1080x1920,15.6,8566185,8365.4,Paper Plate Tambourine Craft,"Fold a paper plate in half, punch holes for tiny jingle bells, and decorate with vibrant markers. Make your own musical instruments at home!",#DIYInstruments #MusicKids #RhythmAndCraft #RecycledArt #SoundFun,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
102,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_021344_379.mp4,VIDEO,True,False,1080,1920,1080x1920,33.3,10660717,10410.9,Miniature Polymer Clay Bakery,"Sculpting tiny croissants, baguettes, and blueberry pies out of colorful polymer clay! Toothpicks help texture golden crusts perfectly.",#MiniatureArt #PolymerClay #ClayFood #TinyThings #DetailCrafter,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
103,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_021437_315.mp4,VIDEO,True,False,1080,1920,1080x1920,35.2,15251718,14894.3,Magic Marbling Shaving Cream Art,"Swirl food coloring into a tray of shaving cream, press cardstock gently on top, and scrape clean with a ruler! Swirling marble patterns!",#MarblingArt #ShavingCreamCraft #SensoryPlay #ScienceArt #MagicColors,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
104,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_021454_340.mp4,VIDEO,True,False,1080,1920,1080x1920,48.5,19934390,19467.2,Folded Paper Accordion Dragon,Pleating colored strips of paper into an accordion body that bounces and dances when you shake the popsicle stick handles! Festive and fun!,#PaperDragon #FestiveCrafts #AccordionFold #PuppetPlay #LittleNetMakers,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
105,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_021743_100.mp4,VIDEO,True,False,1080,1920,1080x1920,24.3,6909283,6747.3,DIY Lava Lamp in a Water Bottle,"Layer water, food coloring, and vegetable oil in a bottle, then drop in a fizzing antacid tablet. Bubbles rise and dance like a real lava lamp!",#LavaLamp #KitchenChemistry #STEMAtHome #LiquidDensity #ScienceMagic,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
106,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_021752_590.mp4,VIDEO,True,False,1080,1920,1080x1920,22.5,12078983,11795.9,Handmade Leaf Print Wall Hanging,"Roll paint directly onto the underside of garden ferns and maple leaves, then stamp onto canvas paper for elegant botanical prints!",#LeafPrinting #NatureCrafts #BotanicalPrints #EcoArt #GreenLiving,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
107,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_021803_795.mp4,VIDEO,True,False,1080,1920,1080x1920,21.9,11541966,11271.5,Tie-Dye Cotton Canvas Tote Bag,"Twisting a plain canvas bag with rubber bands and applying bright sky blue, sunny yellow, and magenta fabric dyes. Ready for the library!",#TieDyeTote #WearableArt #FabricDye #CustomBags #SummerCrafts,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
108,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_025408_711.mp4,VIDEO,True,False,1080,1920,1080x1920,18.2,7945559,7759.3,Beaded Keychain Animal Buddies,Stringing pony beads onto lanyard chord to make miniature bead geckos and fish. Great for decorating your school backpack zipper!,#BeadArt #PonyBeadGecko #KeychainCraft #BackpackDecor #FineMotorSkills,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
109,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_025422_798.mp4,VIDEO,True,False,1080,1920,1080x1920,40.1,14336047,14000.0,Pop-Up Floral Greeting Card,Snip and fold cardstock so that seven colorful paper flowers bloom outward when the card opens! Send love to grandparents and friends.,#PopUpCard #GreetingCard #PaperEngineering #HandmadeCards #KindnessGifts,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
110,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,VID_20260905_054138_521.mp4,VIDEO,True,False,1080,1920,1080x1920,10.3,2268435,2215.3,Galaxy in a Jar Sensory Bottle,"Mixing clear glue, warm water, deep blue glitter, and star sequins in a jar. Watching the swirling galaxy settle creates calming mindful moments.",#SensoryBottle #GalaxyJar #MindfulnessKids #CalmDownCorner #SparkleMagic,ALL,True,ALLOWED,0.99,0.01,Reels Feed,Verified kid-safe creative hobbies & art content
111,Member3Crafts&Hobbies.zip,Member3Crafts&Hobbies,Art,IMG-20260906-WA0052.jpg,IMAGE,False,False,735,1105,735x1105,,144838,141.4,Handmade Polymer Clay Charms,"Cute pastel avocado, donut, and star charms glazed with glossy finish. Which one would you wear on a charm bracelet?",#ClayCharms #KawaiiCrafts #PastelArt #HandmadeJewelry #LittleNetArt,ALL,True,ALLOWED,0.99,0.01,Community Feed (Art & Crafts),Verified kid-safe creative hobbies & art content
112,Member3Gardening.zip,Member3Gardening,Science,Quick-Facts-About-Kitchen-Gardens.png,IMAGE,False,False,800,2000,800x2000,,453958,443.3,Quick Facts About Kitchen Gardens,"Grow fresh mint, coriander, and cherry tomatoes right on your sunny windowsill! Kitchen gardens reduce grocery trips and taste amazing.",#KitchenGarden #WindowFarming #FreshHerbs #UrbanGardener #LittleNetGreen,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Science),"Verified kid-safe gardening, biology & science content"
113,Member3Gardening.zip,Member3Gardening,Science,1c5ef7c3f92138dfa2b7fcc55961b637.jpg,IMAGE,False,False,626,626,626x626,,52145,50.9,Companion Planting Garden Secrets,Planting marigolds next to juicy tomatoes repels pests naturally without harsh chemicals. Nature already has the smartest defense team!,#CompanionPlanting #OrganicGardening #EcoFriendly #Marigolds #GardenTips,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Science),"Verified kid-safe gardening, biology & science content"
114,Member3Gardening.zip,Member3Gardening,Science,RISE_GardeningMythsFacts_A02-954x1024.png,IMAGE,False,False,954,1024,954x1024,,282713,276.1,Gardening Myths vs Facts,Myth: You must water your plants every single day. Fact: Deep watering twice a week encourages roots to grow stronger and deeper into the soil!,#GardenMyths #WaterWisdom #PlantScience #GreenThumb #STEMGardening,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Science),"Verified kid-safe gardening, biology & science content"
115,Member3Gardening.zip,Member3Gardening,Science,Garden-Infographic-Instagram.png,IMAGE,False,False,1250,1150,1250x1150,,220908,215.7,The Life Cycle of a Sunflower,"From a tiny striped seed tucked into dark soil, to a leafy shoot, to a towering golden blossom following the path of the sun all day long!",#SunflowerLifeCycle #Heliotropism #BotanyKids #SeedToFlower #NatureInfographic,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Science),"Verified kid-safe gardening, biology & science content"
116,Member3Gardening.zip,Member3Gardening,Science,Little-boy-in-a-veggie-garden-Depositphotos_185793710_S.jpg,IMAGE,False,False,1000,667,1000x667,,63146,61.7,Young Gardener Inspecting Vegetable Patch,"Digging your fingers into rich organic compost and checking bean sprouts! Gardening teaches children patience, responsibility, and ecology.",#JuniorGardener #VeggiePatch #PatienceInNature #LittleGreenThumbs #HealthyEarth,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Science),"Verified kid-safe gardening, biology & science content"
117,Member3Gardening.zip,Member3Gardening,Science,child-gardener.jpg,IMAGE,False,False,400,275,400x275,,23444,22.9,Watering the Garden Sprouts,A gentle shower from the green watering can keeps delicate seedlings hydrated without washing away nutrient-rich topsoil. Happy growing!,#WateringCan #SeedlingCare #MorningChores #LittleGardener #GrowingGreen,ALL,True,ALLOWED,0.99,0.01,Community Feed (Nature & Science),"Verified kid-safe gardening, biology & science content"
